Site,longitude,latitude,B data max,B 100-year,E data max,E 100-year
MEA61,-69.431753,46.116087,1820.6606117697697,2205.0012942932008,3.1305012333893383,3.689967839189916
MEA62,-68.765208,45.903829,1761.7685826017562,2090.5504423626576,2.697191200969563,2.7546179536726916
MEA63,-67.715026,45.659402,1665.0198427725666,2005.7160076763391,1.3851148721434465,1.5491407796745285
MEB60,-70.434761,45.603262,1931.281204843961,2321.0756160611977,1.8565513236757247,2.070744238120483
MEB61,-69.864103,45.532102,1872.1608588691242,2257.987529176696,1.258094702630533,1.6543752044404232
MEB62,-68.898782,45.34896,1774.3988561987562,2115.759538136173,1.9451912406471312,1.6958606629828736
MEB63,-68.120251,45.110577,1696.2313807536877,2009.917638235755,0.22689886151473515,0.23508938964448078
MEB64,-67.422867,44.866957,1627.9208678945022,1912.9825456586589,7.636733591098549,9.075017605934928
MEC61,-70.277512,44.971989,1896.9851819853982,2229.7787260176087,0.7298524785378704,0.7409225686351718
MEC64,-67.896363,44.440416,1687.4104774360255,1983.9314622647253,5.605604464401687,6.695942228307657
MED62,-69.791332,44.1235,1857.3927151002683,2088.635353382369,6.996813180706206,8.508577976479225
MED63,-69.098008,44.041383,1796.9050520939506,2036.3938120675355,6.33020859285654,7.400461801288422
MEE62,-70.215222,43.561526,1861.1500677121346,2071.173489225183,22.38651390583879,27.21215359670033
MEF62,-70.657482,43.110326,1838.343918469702,2040.1900458423315,14.129032405317453,17.086468493099844
MEY60,-69.370916,47.256267,1706.399085280965,2056.380910214216,3.6186819421049146,4.304788039244735
MEY61,-68.459386,47.156922,1644.0484241928966,1990.6917372438056,1.3509997075674376,1.1590942884496516
MEY62,-67.87765,46.978825,1614.1217349895137,1975.0191434114754,1.0267137179509866,1.2476513263300788
MEZ60,-69.705759,46.816212,1789.9591576431,2162.4384675022507,3.34450354755505,3.8192431298819742
MEZ61,-68.832314,46.651559,1728.004173673315,2067.1870626146456,0.5129520751021702,0.5016985449867604
MEZ62,-68.18934,46.522683,1679.165010205103,2028.1252746686182,1.107041504788787,1.2171808237142918
MIC40,-89.149401,47.914275,1855.3151298336213,2146.5984071146318,0.7893421593993997,0.8378618548491896
MIC41,-87.76179,47.432262,1845.6317650363537,2234.6346205334644,1.085505677799264,1.1088598015663793
MID44,-85.488282,46.646802,1865.7497407373855,2321.4674871343473,0.9343173170141609,0.7906852623602392
MID45,-84.686179,46.477631,1889.4997083626347,2315.5012978225927,1.3635177389890607,1.2506991568953147
MIE40,-89.723064,46.485469,1733.1516700744805,2129.0511122029247,0.7455905377468691,0.6824630736457133
MIE42,-87.730289,46.285385,1759.0445351501594,2143.616741149071,2.3182220656343144,2.1637436595124906
MIE43,-86.869707,46.243616,1782.4924383724258,2219.3905193185924,1.8025595921433069,2.036630765336031
MIE44,-85.837399,46.163002,1814.4245422583501,2305.639977760392,0.8177896432257007,0.6088662212351087
MIE45,-84.999387,46.05573,1842.358876467425,2263.1130345756983,2.062904474302922,1.5404325002550583
MIE46,-84.020638,45.966008,1884.4784129213285,2287.6458489673205,1.8667167689320021,1.8108692203864987
MIF44,-85.595738,45.603551,1766.0324336850242,2198.447405988451,1.5347115389474357,1.0972218825010205
MIF45,-85.031169,45.536966,1785.3528908831413,2148.4751458626224,1.8407631333071799,1.2821760197942782
MIF46,-84.138515,45.450435,1822.020719831632,2251.016419208613,1.0729035654834695,0.8836159553092153
MIF47,-83.615393,45.325535,1836.3263907009002,2246.3667285420293,1.178255473968992,1.3598705298224765
MIG46,-84.47346,44.842555,1718.4379593469328,2140.943494862228,0.8270674760465012,0.6960488194346119
MIG47,-83.576339,44.597669,1730.3680183363263,2143.6040667046955,0.789698756191655,0.6904787677560301
MIH45,-85.653555,44.191854,1558.3723031883117,1975.3623266335762,0.3463283400825763,0.3761954490239844
MIH46,-84.821805,44.190573,1597.28158277312,2041.88911785785,0.7502405225263759,0.5493691709494681
MIH47,-83.891829,44.083328,1627.1168477090316,1955.5066727429053,0.9397462976264703,0.8099734477006106
MIH48,-83.066245,44.001634,1658.9549821556272,1919.8566397623927,0.7029950837166246,0.6079485541048807
MII45,-85.881685,43.555424,1438.9838575696494,1852.7254185460904,0.38832918429590635,0.4631383147872308
MII46,-85.043811,43.5785,1478.8925594267798,1824.0466789934596,0.6525353378537471,0.7621495337391566
MII47,-84.18429,43.453602,1492.4417265713184,1754.1333561710537,0.6446890987465269,0.6394279477589639
MII48,-83.281074,43.524895,1552.5711308300552,1780.6001990014258,0.6403291254962357,0.5331655288476821
MII49,-82.58305,43.436146,1569.110197707487,1807.9508368823076,0.8687335863116376,0.7079742724418416
MIJ45,-86.281774,43.140395,1344.9370280163423,1686.7898456363212,0.47469447027702644,0.6303376458307286
MIJ46,-85.478388,43.029718,1349.534585975775,1636.1187548930873,0.5256133627118462,0.757716299014761
MIJ47,-84.402551,42.821276,1344.0884225950063,1556.6178476430264,1.0208403740163683,1.3024512331425395
MIJ48,-83.526907,42.826986,1377.6726492038238,1611.2443174893604,0.7318734085720157,0.6138539241750769
MIJ49,-82.939243,42.770486,1387.2219815717758,1654.6029884320756,0.8460072806850157,0.7539451900551155
MIK46,-85.812391,42.342467,1200.127500768689,1447.2709526224994,0.42587089516562465,0.5691910119497562
MIK47,-84.79754,42.168608,1193.3038004047723,1429.9470910583484,0.9316223819666309,1.108120219561884
MIK48,-84.034269,42.126689,1216.8437080984584,1470.5260402665263,1.0287423584088162,1.1232018791216736
MIK49,-83.219776,42.01985,1253.3590403137182,1512.4102537076058,0.7028671300477005,0.4924869206971648
MNB32,-96.340389,48.457766,1929.711663862372,2269.9946083183454,4.69201745709944,4.5838915099002335
MNB33,-95.504593,48.381253,1913.0038689464807,2210.1032050451686,3.9074619725993553,4.052759184508542
MNB34,-94.495603,48.468152,1909.4313105848516,2211.5955617427485,5.081343542105429,5.1167926236721755
MNB35,-93.467348,48.323742,1887.8214326456014,2216.6075516056662,2.904466528397856,3.148652681205297
MNB36,-92.709114,48.27194,1878.052540772051,2200.3350265313247,5.716611407492869,6.582872197824834
MNC32,-96.411207,47.876503,1868.0179177851564,2243.8340465873716,4.436164375987613,4.202285305096266
MNC33,-95.822227,47.716623,1846.0852242593999,2226.8999143028855,5.2269805121356745,5.556619249556814
MNC34,-94.769287,47.789292,1848.1661652470693,2198.9896190168483,2.519613915527051,2.8349780905436788
MNC35,-93.774681,47.814043,1845.1025781745675,2189.5675895356085,5.413211179966599,5.287910460819118
MNC36,-92.887325,47.771548,1837.4627047376632,2190.252719705239,1.2390465609785988,1.391865679201556
MNC37,-91.988011,47.82579,1840.2319717894932,2192.148829111115,9.052247886082947,10.247887668931288
MNC38,-91.061813,47.768825,1835.9626763106119,2168.375575252998,3.8229040345572645,4.419813729288576
MNC39,-90.142455,47.842058,1844.4567268908934,2147.364081131127,2.356032024004404,2.743054796040025
MND32,-96.632774,47.22137,1786.2075509944075,2174.264483171121,4.3986815038751725,4.371676844035759
MND33,-95.897049,47.229925,1786.390928163758,2152.236808683988,3.570539369587649,3.5602675270399775
MND34,-95.039259,47.249293,1787.4102840391658,2163.9907738093457,2.99511118327657,3.0327492168559713
MND35,-93.933141,47.154943,1774.901293172288,2185.10017086422,4.816542866321983,5.264964743378709
MNE33,-96.024143,46.427878,1676.0262782636562,1958.6234962351602,2.343831529284562,2.471133774752294
MNE34,-95.139635,46.659453,1710.7798597163357,2017.7582631890991,4.490370209938443,4.647155118561545
MNE35,-94.336914,46.57965,1703.1201472459254,2055.8377698692516,3.359126330083484,3.450845353843045
MNE36,-93.428753,46.494285,1695.9962584627099,2063.310088559649,0.10333935957608936,0.09774188343068829
MNE37,-92.505935,46.564062,1709.872417764554,2083.2097267896042,2.2915686823358,2.028880239786881
MNF33,-96.08832,45.851292,1593.5530217515693,1863.2611306090805,4.5748467060138776,4.603500278208325
MNF34,-95.175876,45.984562,1618.9766762166862,1902.1002238754913,3.753671924109124,3.78703575456432
MNF35,-94.690471,45.83202,1601.120183510321,1892.0360862167163,0.5836084854402345,0.6174607671603505
MNF35,-94.696419,45.82485,1600.0719360650592,1890.6699481714447,0.6169619167332261,0.6520698406039798
MNF36,-93.561057,45.906133,1619.284635110726,1959.270677310134,1.1891443129748285,1.3823192383319491
MNG33,-96.35804,45.327532,1511.277571152329,1744.207704034875,3.1233708184245588,3.557046250321769
MNG34,-95.403849,45.291033,1514.2250031360486,1772.5740557573852,3.3345039811263386,3.3257223085940293
MNG35,-94.525307,45.244269,1515.9927611736202,1794.5953405951282,1.7577809944958722,1.9440164748724797
MNG36,-93.739072,45.238563,1522.0323633848493,1818.5359545909712,0.4538467592853475,0.5221376986642055
MNG37,-92.858053,45.226225,1529.8073495995209,1887.8904235842392,2.0725845690917564,2.1513844506172455
MNG37,-92.857902,45.227639,1530.0203863977563,1888.2958393946444,1.7414023279683952,1.8786692053860512
MNH34,-95.750323,44.664239,1409.2322886078248,1620.2954506129206,1.0038277528575097,1.0841500956212142
MNH35,-94.827802,44.594198,1409.3769197347017,1644.7127444614919,1.7055088458027854,1.8604253888216835
MNH36,-93.860362,44.622834,1425.2970933969448,1699.122553792315,0.48293741358154985,0.5591188231861982
MNH37,-92.926122,44.670879,1443.9775502290274,1746.2089871608632,0.38297163943149815,0.394489381560195
MNI34,-95.901706,43.972659,1298.3834426544322,1490.5629010819537,1.3863201120909776,1.5346070935345295
MNI35,-95.02706,43.876083,1295.6877433850239,1527.6794229703164,1.4722969663337138,1.6582873844204198
MNI36,-94.044334,43.979262,1324.4149980621519,1545.2058344494765,3.0127506900092067,3.0647255906710438
MNI37,-93.438942,44.113211,1352.4232061383177,1591.9035278814883,0.5024904862302824,0.5490556521211892
MNI38,-92.575262,43.923203,1335.5292714294687,1630.410476413872,0.8157336512590013,0.8920318377995009
MNI39,-91.501827,43.848062,1339.802183050457,1683.9863700375884,0.7922043775393955,0.9208836765420549
MOO36,-95.232452,40.244931,980.9404298764425,1046.2669337363739,0.8026474774135297,0.6635544837078553
MOO37,-94.381676,40.246683,980.1758738098507,1051.980278894459,0.8338183782519878,0.7413778755822167
MOO38,-93.483007,40.194685,977.4147717184926,1076.1272007536484,0.7786114317742103,0.8921166824496135
MOO39,-92.661078,40.158186,974.9405544158146,1101.0998450437742,0.8223857406594627,1.0468127974283759
MOO40,-91.830191,40.145798,972.9521380555144,1137.1485378476234,0.4401050122911957,0.43409038324613314
MOP37,-94.488494,39.528688,950.8434426143629,1002.8994689382602,1.2395539833827116,1.0703681215540075
MOP38,-93.628347,39.588321,953.6200655365566,1020.6725838037252,1.0621777659641756,1.0523936342230316
MOP39,-92.678595,39.528771,949.823255147582,1038.7785646566101,0.6890532403981896,0.6731122992092655
MOP40,-91.842587,39.516533,947.5944057480141,1057.3088789796834,1.1874181559619046,1.1494959638970603
MOP41,-91.186736,39.477798,944.7004477012258,1073.0331901578436,0.8522021863812433,1.0196911527167258
MOQ38,-93.852752,38.921655,914.8730634102302,947.0522574399868,1.069664620628123,0.9097653302079444
MOQ39,-92.931981,38.975622,918.128740006848,945.9909413262951,1.1749820886398377,1.0234546923029155
MOQ40,-92.17402,38.832658,907.9511443625045,944.5279981942512,0.9438669606401501,0.9108216736358166
MOR38,-94.092412,38.226898,867.5177490799974,904.119778702317,0.3251054973458205,0.2628622328662793
MOR39,-93.140636,38.164801,864.020376086565,891.0221967831227,1.714250864254004,1.468755516988686
MOR40,-92.583833,38.109446,862.0453088594096,891.3957866058752,0.9172723922010336,0.8680104317258848
MOR41,-91.58581,38.142689,876.4526316149606,914.2356612802548,0.9130414139824319,1.0588609247957321
MOR42,-90.681041,38.086282,885.4666095346438,924.1589174043336,1.759177788553037,1.7067671608420039
MOS38,-94.100945,37.67167,824.7078221071014,862.479399032294,1.016172122327041,0.8549909387041281
MOS39,-93.417264,37.726366,830.9035236821263,864.2756066117706,3.5138416227890854,3.0327990405875265
MOS40,-92.3996,37.604659,833.5527124655404,841.086646191406,0.9861102284784273,0.9536400367703239
MOS41,-91.684171,37.632839,844.7102994703092,851.8257806002495,0.6637930081441398,0.7750207459509568
MOS42,-90.96509,37.58566,850.7133100121603,861.2889323838101,0.7060947853842774,0.7299079727748656
MOS43,-90.146306,37.479059,852.7491079232116,846.0712796858226,0.9012095651965736,1.077465597391047
MOT42,-91.058959,36.935771,795.9578223065375,772.8244220002498,0.8706781632245628,0.8697221969457225
MOT43,-90.294555,36.89557,800.6754681402041,765.2619305572227,2.387528148424038,2.706833191159036
MOT44,-89.557273,36.907032,810.7314332860044,791.9850189846998,1.2176988672064188,1.185443991080493
MTB12,-115.563,48.4479,1865.4713426034373,2096.6941780700654,0.10496885344413319,0.14008893904399872
MTB13,-114.454,48.3728,1833.3707376588502,2055.4022773059532,0.3228683038458169,0.4454836870068941
MTB14,-113.325,48.3106,1792.074481606677,2017.8659889989244,2.7934860305513527,2.943927360055968
MTB15,-112.447,48.3131,1761.9473531231397,1869.6843098558775,0.9025312951151366,1.0067149954763894
MTB16,-111.545,48.3131,1734.1143858960268,1831.6053711354675,1.0726628601204162,1.0526535242665442
MTB17,-110.773,48.3946,1717.0964322175757,1869.228953772515,0.6725801577023669,0.585626369040864
MTB18,-109.796,48.4444,1697.6987062599649,1912.9782973697977,0.48277954520645017,0.4153945604713305
MTB19,-108.904,48.42815,1682.1687204566576,1931.7340010243427,0.5386297300320676,0.636210808259644
MTB20,-107.973,48.2769,1663.5677410529993,1922.3219158551765,0.5705931994719298,0.6658825894098426
MTB21,-107.056,48.3517,1717.0809586880678,1983.8101430569145,0.49920545128176425,0.5773399376862546
MTB22,-105.981858,48.62081,1858.4465316745554,2097.167809055343,0.43427861825618413,0.49930868054384536
MTB23,-105.093691,48.588763,1892.1370833181495,2148.4882384663492,0.32680417503749276,0.3559986757870367
MTB24,-104.052809,48.533552,1918.5939904602315,2138.3085578988457,0.32472869659362436,0.32526396460473034
MTC12,-115.454,47.8885,1829.877199712663,2074.1276846051887,0.2786759493566892,0.38434253086348413
MTC13,-114.559,47.8424,1803.1299713570681,2013.2152091568498,0.2677228765393286,0.38378767895728394
MTC14,-113.429,47.8401,1764.912516623373,2003.7096076695293,1.0437025349781193,1.3328949080185786
MTC15,-112.507,47.7454,1724.955439822089,1881.3485313161905,0.7602184914849982,0.9063316036996065
MTC16,-111.604,47.7553,1698.449150559902,1772.1309197460384,1.2414930969408,1.1491047086659907
MTC17,-110.653,47.7285,1672.0383229763781,1766.5416176923457,0.5066072133992574,0.5423046264407981
MTC18,-109.693,47.7563,1654.8577636467353,1781.8947706332767,0.530444688027356,0.5407797624327529
MTC19,-108.765,47.7578,1641.1014724488145,1839.1011871888707,0.4538416416606511,0.5219027052737015
MTC20,-108.0,47.7552,1632.1231056766908,1833.9740390196794,0.4125202844526972,0.47908736612664793
MTC21,-106.878,47.8401,1629.6263461419132,1885.1619967808847,0.35380843565790093,0.4020539418270984
MTC22,-105.878945,47.793447,1665.8789130072792,1933.1643960093045,0.3201401209214337,0.38042146850594183
MTC23,-105.145562,47.920265,1739.27273816665,1970.6077535529082,0.26268643823969207,0.2858078528975582
MTC24,-104.243256,48.006788,1802.0661067362917,2038.1238826205179,0.23273508857137926,0.24467706828424535
MTD13,-114.4,47.0937,1673.551106844648,1915.8042554718813,0.48804889071070007,0.649609646402826
MTD14,-113.40175,47.020938,1642.3634155255097,1852.384817187024,2.1726162381114924,2.5700687961872166
MTD15,-112.496,47.0515,1630.2083595729487,1828.664715618579,1.3681264172488432,1.3244317219243986
MTD16,-111.617,47.0342,1608.760263887965,1732.5600935937189,0.14687385930273322,0.1409690043769784
MTD17,-110.525,47.122775,1601.0141456098493,1648.305351675466,0.9267584347628586,1.04479101710884
MTD18,-109.82225,47.15125,1593.2129105157876,1668.077733979556,0.36996000585673844,0.42336173370489943
MTD19,-108.818,47.1483,1581.0871803302618,1700.7231892799416,0.42929520069681815,0.4648450672650466
MTD20,-107.978,47.1085,1569.7568228334924,1725.409176942387,0.27800641830561307,0.30393301418027896
MTD21,-106.856,47.0966,1564.2353366850054,1743.384895672616,0.25888016288530286,0.30200399800486477
MTD22,-106.068366,47.180148,1571.333279684155,1784.9221797661687,0.23177694730742762,0.27355174128608545
MTD23,-105.158275,47.186693,1571.2581364267414,1821.2173023549738,0.2367112088525492,0.27122688673083295
MTD24,-104.211226,47.230313,1638.2666876622807,1870.4526648421634,0.24998109588722406,0.2267649046557806
MTE13,-114.205,46.415297,1523.842537850783,1718.390253859822,0.16605515642548005,0.1970322237770247
MTE14,-113.334,46.4509,1531.3955656070032,1738.2318756707266,0.45168934603921296,0.5684065525751116
MTE15,-112.519,46.5276,1539.5270042150062,1716.3515567789964,0.953513288125044,1.1078613556708312
MTE16,-111.536,46.526375,1527.4223633887175,1678.1882430464343,0.0954092965580136,0.1307462469141703
MTE17,-110.671,46.5797,1525.0653239145843,1622.9598550798062,0.03716694403806254,0.03316009400638628
MTE18,-109.786,46.4909,1503.0048656700892,1558.008956874343,0.35915924057264637,0.32581339494126993
MTE19,-108.775,46.5063,1498.5104145106357,1564.499057567431,0.4886029972153949,0.48749934163892295
MTE20,-108.013,46.5861,1506.4251929822021,1595.828947187078,0.29252820737730645,0.3386793760385336
MTE21,-107.019,46.4917,1494.3623009952305,1633.5587429907987,0.4768536742503241,0.5068406098233738
MTE22,-106.077252,46.618758,1511.365261775931,1683.1243584169436,0.33211839294255197,0.3851811863713761
MTE23,-105.188848,46.650535,1516.9058950812248,1716.29960313633,0.30697976977951164,0.3376900365506612
MTE24,-104.235806,46.75349,1529.7468828381573,1769.4228087303786,0.26456163802624527,0.22397464126539413
MTF13,-114.33,45.774175,1388.5904389520197,1621.69448639449,1.0100831814463231,1.1489768155255402
MTF14,-113.362,45.8695,1419.475262266085,1635.7516413504943,0.1085286021506579,0.13006612471544632
MTF15,-112.476,45.8602,1419.7618409425372,1602.7611451296016,0.6315761233116638,0.8718929435329084
MTF16,-111.599,45.8034,1406.2473154163117,1585.3565309859314,0.11161537123824225,0.10139349215700817
MTF17,-110.434,45.874375,1413.4143523108703,1534.8502304069173,0.3034178419982649,0.3229952995896489
MTF18,-109.679,45.7868,1395.972890444539,1506.9864633116324,0.35102597857919143,0.36268189143931634
MTF19,-108.865,45.8405,1404.31307130285,1493.7094220908502,0.7152751225053985,0.5437037848003569
MTF20,-108.049,45.7972,1399.1044169796003,1479.8292837422357,0.5234651088489563,0.49068873799702695
MTF21,-107.177,45.8786,1415.7773993227245,1534.6608675512175,0.41807460793455464,0.3972130527131895
MTF22,-106.382365,45.929122,1428.1029374167467,1549.8404789863077,0.41398084676039454,0.42295928513608894
MTF23,-105.382703,45.928072,1435.9912865561944,1591.5895285310285,0.4013835314714702,0.35723677820657906
MTG14,-113.38,45.185506,1268.76587965039,1487.0661044524206,0.3897651092921723,0.4771369578493164
MTG15,-112.52375,45.178225,1277.5188820661776,1489.1759091422891,0.17558166097109495,0.20585165476300418
MTG16,-111.615,45.24855,1295.6166429694085,1471.3325242143849,0.4684130029992331,0.4545235936250883
MTG17,-110.455,45.269325,1301.7442557524766,1437.5460997058988,2.089201934278576,2.3452706866173987
MTG18,-109.518,45.3061,1309.3475788516662,1432.4480078729082,0.1900045148219599,0.22832855169011768
MTG19,-108.91,45.1879,1289.0184184353827,1404.786771171164,0.502119772166887,0.5927205002353824
MTG20,-108.233,45.1823,1292.058710373284,1394.8290092490454,1.4060895523760215,1.0635073286186012
MTG22,-106.177301,45.402603,1353.1731785867785,1441.076667149755,0.34931849068682236,0.3681141011700121
MTG23,-105.371333,45.353491,1355.605787052059,1468.3241791433345,0.4467934446531537,0.3492048303049322
MTG24,-104.494337,45.312199,1360.7610039331905,1492.3599526574085,0.5406091145752032,0.5235019011026174
MTH15,-112.485,44.6776,1173.0421676443834,1357.2612668183547,1.040738356036807,1.4049100861063
MTH16,-111.565,44.6047,1178.8704657441149,1336.1405104880657,0.7397284823325834,0.6596497904643115
NCS57,-78.838514,36.429794,1203.160712225818,1373.0288400038899,0.8615126112279138,0.49768619904526806
NCS58,-78.058319,36.220684,1179.9334563688205,1353.4145024501665,6.1399218682509025,4.422546503462113
NCS59,-77.368036,36.226351,1174.6227930673508,nan,1.51688413278791,0.8550584567827676
NCS60,-76.402728,35.96117,1111.4542802014278,1275.5051779155892,0.644611740545406,0.2734200483265944
NCS61,-75.956455,35.863957,1088.1760514270427,1223.4654141132737,0.29347967655939794,0.15527274971588997
NCT57,-79.33651,35.80785,1100.5047055654027,1232.9489222412053,2.6383416565274977,2.133619497419568
NCT58,-78.453712,35.704658,1094.330755936324,1253.580829524727,2.7973475640115226,1.9589329220270315
NCT59,-77.687654,35.633771,1081.2424162166533,nan,2.443710184808583,1.5951372491743356
NCT60,-76.910765,35.472862,1040.532047978412,nan,0.8449471718610414,0.5141329740248434
NCU53,-82.441825,35.655887,911.7450673651826,875.1057324212475,0.26190560181836425,0.29274422378324605
NCU54,-81.759434,35.605153,955.4203372597356,950.2987238762003,3.276964637914407,3.4330548267968863
NCU56,-80.091649,35.358016,1008.5868942131658,1104.1828940462722,5.834471041097104,5.351317716900731
NCU57,-79.478156,35.338741,1024.9780293857275,1167.39099310003,0.8837885494855839,0.5818647511117772
NCU58,-78.712143,35.104068,985.6575617046573,1147.1292285233412,1.429725043764624,1.0558221863884891
NCU59,-77.854015,35.113139,985.4209337054507,1173.8961272200318,2.380748612166398,1.4956609133075955
NCU60,-77.468943,34.984072,955.3940269486127,1148.9587915077602,1.1930339975410857,0.5876709418230388
NCU61,-76.363411,34.897004,911.9385170677518,1061.0764003645581,0.3445270080082009,0.16768095335909838
NCV52,-83.609643,35.165019,774.8984499640221,768.7571986401218,0.04190722599832278,0.02900175480318809
NCV58,-78.959651,34.470346,895.3900638347922,1054.8959682297143,0.7614778488293128,0.6280557072239242
NCV59,-78.114087,34.401392,893.7637626917412,nan,0.814676620545993,0.5646019992624388
NCW59,-78.606538,33.957659,858.5188752844028,nan,0.9343218909759247,0.7691786472985669
NDB25,-103.033222,48.559784,1948.568635093662,2196.1531267772784,0.2574968099061743,0.26244469413394583
NDB26,-102.267385,48.597832,1968.4536689298188,2228.8573993317436,0.3514200074693566,0.3370150097343592
NDB27,-101.034835,48.503927,1961.8804175827534,2231.6729831282646,0.32689169720885125,0.3081469644144671
NDB28,-100.40343,48.516197,1965.7316400329998,2222.686462122132,0.3370929814718821,0.4042741097604087
NDB29,-99.198715,48.587595,1971.4497941030104,2280.2600090579454,0.7308213256086471,0.7376402990244975
NDB30,-98.23202,48.50824,1954.6605690585693,2293.2205701228127,0.8684226984680409,0.8495211561094261
NDB31,-97.321848,48.531424,1948.2022997929478,2303.0533776687535,1.338308156448693,1.39473267421001
NDC25,-103.228345,47.98769,1835.0460015863553,2103.7530166476763,0.24600920292656578,0.23736644861426787
NDC26,-102.105529,47.845129,1839.2891531023768,2124.3064374938913,0.26665125519749294,0.26851144253249143
NDC27,-101.421381,47.895145,1860.465896095321,2190.884521435873,0.2614522584275276,0.267684930640271
NDC28,-100.325302,47.803661,1859.7240728907561,2221.4388711369984,0.3977935780905592,0.4526294430574205
NDC29,-99.340036,47.89033,1877.6651747310757,2255.8758289616962,0.6247941903035824,0.6663751675908144
NDC30,-98.59741,47.937603,1884.7779109468358,nan,1.0397095052447478,1.06850671413995
NDC31,-97.346188,47.811718,1864.866589241328,2265.8543811682607,1.925181382767713,2.0053079550727153
NDD25,-103.360115,47.287114,1689.8699156760003,1925.4744494117465,0.20931720778646806,0.22690438449417588
NDD26,-102.409708,47.255879,1721.207967607576,1972.9944028831849,0.21949995179958678,0.22514902374568396
NDD27,-101.442834,47.423504,1778.1794177099966,2081.9477441909066,0.24498233563961314,0.24953183176618227
NDD28,-100.50122,47.377773,1788.6810914834728,2126.408174431514,0.2980275138145929,0.35306745312252236
NDD29,-99.525337,47.269716,1781.4858138391999,2131.8443264159155,0.6844348983679972,0.7194584812916738
NDD30,-98.844029,47.258204,1785.989606187863,2112.703655864013,0.8506472153643143,0.929151956540436
NDD31,-97.645286,47.338394,1801.7895711940453,2148.8952910383055,1.4823663421063635,1.57614924874898
NDE25,-103.235166,46.63136,1555.7958587288178,1756.308950746823,0.2060573526680594,0.20359381946622385
NDE26,-102.413402,46.686143,1605.6823436487052,1800.8698683594375,0.22392676781484358,0.24042009183455948
NDE27,-101.6305,46.594587,1615.621837877281,1841.917891568751,0.25155879294525046,0.2595037732043388
NDE28,-100.592129,46.638182,1654.3454719165577,1931.6561039438532,0.3489751713544587,0.41128114298209173
NDE29,-99.63963,46.689628,1681.8245110617684,1975.8287217419702,0.6150399021289759,0.6486248076364141
NDE30,-98.853954,46.587128,1676.8219803611544,1967.1982238902144,1.1030160373496662,1.1438599682423691
NDE31,-97.866303,46.499773,1674.1449226793086,1947.9420393083296,1.7547382580772928,1.894104317874401
NDE32,-97.103976,46.516699,1682.3017514313424,1957.475139827761,3.0654167245211306,3.2666192751735577
NDF25,-103.494769,46.032266,1460.1399802311732,1655.3194251318857,0.28850200222443856,0.25201787768976514
NDF26,-102.497975,46.119952,1494.710787727903,1687.514067259835,0.24488512268311022,0.25950895734253465
NDF27,-101.583623,46.074172,1524.2020534725198,1734.3262481919508,0.24082894213814843,0.27714291191867957
NDF28,-100.752655,46.035112,1546.1265378960318,1784.6295586918634,0.36860673492491364,0.4655916817850505
NDF29,-99.962193,45.985634,1559.2019885743061,1801.7702502344694,0.6745613558799576,0.7566864329222045
NDF30,-98.934942,45.997121,1582.2552865454213,1826.04379743152,1.0972116060292825,1.2247214437232936
NDF31,-98.137351,45.937034,1585.3335455097913,1824.0002741815713,2.1632787436402277,2.423917836044593
NDF32,-97.082572,45.950153,1599.3199743822915,1850.3224702422647,1.445478053584704,1.529182321317537
NEK25,-103.893293,42.897266,1116.3604341262019,1226.4121286200582,0.2697729387334671,0.297592602416794
NEK26,-102.991846,42.755221,1123.515752328366,1239.8245222754738,0.33595888310750266,0.352395183346744
NEK27,-102.035529,42.926224,1119.281189229628,1229.2389091688015,0.4674885436518939,0.42218587615610276
NEK28,-101.161598,42.777812,1114.0914532965928,1226.0164616074276,0.4625011509543895,0.5484146758540783
NEK29,-100.444528,42.886919,1104.468326643136,1234.1546175353171,0.5385411579052851,0.6663932974659167
NEK30,-99.705962,42.779285,1093.6420972088572,1223.1016935991386,0.5870788258195756,0.7700070218282185
NEK31,-98.718473,42.742063,1075.9788560730933,1225.3972740027546,0.6818602766370149,0.8021431029301916
NEK32,-97.967549,42.707932,1061.1977073069884,1240.2839138932893,0.9232996646046526,1.025294873923541
NEK33,-96.921518,42.628758,1062.5473004619432,1259.2723576310477,1.5127470743318154,1.8020705353872573
NEL25,-103.918031,42.264206,1121.6571881842565,1156.1222447735772,0.2351543947469105,0.2566759916729566
NEL26,-103.106243,42.209447,1126.190537114301,1207.8973083824576,0.348728522946631,0.4011441039658148
NEL27,-102.344914,42.321994,1125.1566951180166,1227.2100048253087,0.521514258449306,0.5088503340911948
NEL28,-101.463667,42.270691,1117.8102845697947,1201.9313110303428,0.5127838820949154,0.5279448728493368
NEL29,-100.612018,42.299613,1107.0513479197925,1202.225137998441,0.5076106193807944,0.5569075690962328
NEL30,-99.606364,42.19002,1089.0319506869691,1183.861543506068,0.6256085669782595,0.7717831347360273
NEL31,-98.878054,42.189154,1075.5623311895486,1178.2924131524135,0.6787747761441918,0.8625105898422657
NEL32,-98.19274,42.27655,1063.1892427813652,1197.369532609527,0.8650479100448561,0.821992719220455
NEL33,-97.23546,41.994744,1039.9009758336197,1190.1435989122456,1.3537836048603369,1.193279214077426
NEL34,-96.448257,42.080137,1025.6683393940766,1191.901499287291,1.1191342935124164,1.2587806190663902
NEM26,-103.203939,41.614815,1116.633706556914,1171.8585012634246,0.18620077597006546,0.2322250780789164
